txn_id,txn_datetime,month,user_id,merchant_id,merchant_name,category,payment_method,amount_usd,cashback_usd,status
3419,2025-04-08 22:57:00,2025-04,502,4,Merchant_04,Pharmacy,wallet_balance,20.54,0.21,success
3875,2025-04-08 23:13:00,2025-04,793,6,Merchant_06,FastFood,wallet_balance,3.04,0.03,success
2967,2025-04-09 01:13:00,2025-04,187,14,Merchant_14,Retail,bank_transfer,8.43,0.08,success
2887,2025-04-09 01:47:00,2025-04,154,12,Merchant_12,Rides,wallet_balance,1.36,0.01,failed
3252,2025-04-09 01:55:00,2025-04,397,11,Merchant_11,Rides,credit_card,1.05,0.01,success
3755,2025-04-09 02:01:00,2025-04,716,4,Merchant_04,Pharmacy,bank_transfer,29.35,0.29,success
3047,2025-04-09 02:01:00,2025-04,257,4,Merchant_04,Pharmacy,wallet_balance,9.6,0.1,success
3605,2025-04-09 02:15:00,2025-04,632,24,Merchant_24,Grocery,debit_card,3.73,0.15,success
3093,2025-04-09 02:50:00,2025-04,278,23,Merchant_23,Retail,debit_card,19.89,0.2,success
3597,2025-04-09 03:17:00,2025-04,622,20,Merchant_20,Rides,debit_card,2.15,0.02,success
3519,2025-04-09 06:02:00,2025-04,570,10,Merchant_10,Grocery,debit_card,5.3,0.05,success
3297,2025-04-09 06:03:00,2025-04,425,23,Merchant_23,Retail,debit_card,26.05,0.26,success
3200,2025-04-09 07:15:00,2025-04,370,23,Merchant_23,Retail,wallet_balance,19.33,0.19,reversed
3164,2025-04-09 07:26:00,2025-04,343,25,Merchant_25,Rides,debit_card,8.26,0.08,success
3544,2025-04-09 08:06:00,2025-04,586,4,Merchant_04,Pharmacy,bank_transfer,11.77,0.12,success
2802,2025-04-09 08:46:00,2025-04,93,1,Merchant_01,Pharmacy,debit_card,11.77,0.12,success
2840,2025-04-09 09:25:00,2025-04,124,20,Merchant_20,Rides,debit_card,3.02,0.03,success
2712,2025-04-09 09:37:00,2025-04,17,1,Merchant_01,Pharmacy,credit_card,35.86,0.36,success
3358,2025-04-09 09:41:00,2025-04,472,25,Merchant_25,Rides,wallet_balance,1.27,0.01,success
3431,2025-04-09 09:52:00,2025-04,508,20,Merchant_20,Rides,bank_transfer,1.64,0.02,success
3258,2025-04-09 10:14:00,2025-04,400,10,Merchant_10,Grocery,wallet_balance,3.91,0.04,success
3798,2025-04-09 10:38:00,2025-04,749,12,Merchant_12,Rides,wallet_balance,4.4,0.04,success
3243,2025-04-09 11:38:00,2025-04,391,12,Merchant_12,Rides,debit_card,1.02,0.01,success
2675,2025-04-09 12:06:00,2025-04,3,15,Merchant_15,Grocery,bank_transfer,14.03,0.14,success
3303,2025-04-09 12:13:00,2025-04,431,9,Merchant_09,FastFood,wallet_balance,5.47,0.05,success
3269,2025-04-09 12:19:00,2025-04,405,24,Merchant_24,Grocery,debit_card,3.78,0.04,success
3747,2025-04-09 13:56:00,2025-04,712,11,Merchant_11,Rides,wallet_balance,2.44,0.02,success
3839,2025-04-09 14:20:00,2025-04,766,10,Merchant_10,Grocery,wallet_balance,11.89,0.12,success
3522,2025-04-09 15:44:00,2025-04,572,14,Merchant_14,Retail,wallet_balance,15.94,0.16,success
3646,2025-04-09 16:29:00,2025-04,654,11,Merchant_11,Rides,debit_card,1.15,0.01,success
3413,2025-04-09 17:32:00,2025-04,499,24,Merchant_24,Grocery,debit_card,2.63,0.03,reversed
3054,2025-04-09 17:34:00,2025-04,258,19,Merchant_19,Grocery,bank_transfer,22.88,0.23,success
3001,2025-04-09 17:58:00,2025-04,212,4,Merchant_04,Pharmacy,wallet_balance,2.9,0.03,success
3033,2025-04-09 18:20:00,2025-04,246,5,Merchant_05,Grocery,credit_card,15.66,0.16,success
3112,2025-04-09 18:55:00,2025-04,294,22,Merchant_22,Pharmacy,debit_card,16.4,0.16,success
3635,2025-04-09 19:00:00,2025-04,645,18,Merchant_18,Rides,wallet_balance,1.36,0.01,success
2797,2025-04-09 19:07:00,2025-04,77,13,Merchant_13,Pharmacy,credit_card,31.98,0.32,success
3287,2025-04-09 19:44:00,2025-04,412,21,Merchant_21,Grocery,credit_card,7.43,0.07,success
3043,2025-04-09 20:06:00,2025-04,250,2,Merchant_02,Grocery,wallet_balance,10.28,0.1,success
3037,2025-04-09 20:32:00,2025-04,248,18,Merchant_18,Rides,wallet_balance,8.27,0.08,success
3417,2025-04-09 21:35:00,2025-04,501,25,Merchant_25,Rides,credit_card,12.41,0.12,success
2989,2025-04-09 21:37:00,2025-04,207,8,Merchant_08,Grocery,debit_card,15.93,0.16,success
2899,2025-04-09 22:14:00,2025-04,158,2,Merchant_02,Grocery,bank_transfer,9.31,0.09,success
3830,2025-04-09 22:29:00,2025-04,763,14,Merchant_14,Retail,wallet_balance,25.95,0.26,success
3321,2025-04-09 23:03:00,2025-04,441,12,Merchant_12,Rides,wallet_balance,1.77,0.02,success
3698,2025-04-10 01:14:00,2025-04,684,1,Merchant_01,Pharmacy,wallet_balance,36.46,0.36,success
3372,2025-04-10 01:22:00,2025-04,483,8,Merchant_08,Grocery,credit_card,15.73,0.16,success
2858,2025-04-10 02:09:00,2025-04,137,12,Merchant_12,Rides,credit_card,3.03,0.03,success
3315,2025-04-10 02:15:00,2025-04,438,24,Merchant_24,Grocery,wallet_balance,6.73,0.07,success
3121,2025-04-10 02:50:00,2025-04,301,1,Merchant_01,Pharmacy,wallet_balance,9.17,0.09,success
3014,2025-04-10 03:34:00,2025-04,223,11,Merchant_11,Rides,debit_card,7.51,0.08,success
2800,2025-04-10 04:07:00,2025-04,93,23,Merchant_23,Retail,wallet_balance,29.36,0.29,success
2944,2025-04-10 04:07:00,2025-04,178,19,Merchant_19,Grocery,wallet_balance,7.6,0.08,success
3772,2025-04-10 04:41:00,2025-04,730,23,Merchant_23,Retail,credit_card,12.66,0.13,success
3612,2025-04-10 06:27:00,2025-04,635,21,Merchant_21,Grocery,wallet_balance,4.89,0.05,success
3660,2025-04-10 06:49:00,2025-04,665,14,Merchant_14,Retail,credit_card,16.72,0.17,success
3608,2025-04-10 07:02:00,2025-04,633,24,Merchant_24,Grocery,wallet_balance,3.95,0.04,success
3487,2025-04-10 07:06:00,2025-04,545,20,Merchant_20,Rides,wallet_balance,11.26,0.11,success
3668,2025-04-10 07:34:00,2025-04,671,1,Merchant_01,Pharmacy,debit_card,5.74,0.06,success
3449,2025-04-10 08:00:00,2025-04,520,17,Merchant_17,FastFood,bank_transfer,8.33,0.33,success
3818,2025-04-10 10:14:00,2025-04,755,4,Merchant_04,Pharmacy,credit_card,5.78,0.06,success
3245,2025-04-10 11:09:00,2025-04,392,20,Merchant_20,Rides,wallet_balance,6.27,0.06,success
3572,2025-04-10 12:53:00,2025-04,603,23,Merchant_23,Retail,debit_card,12.6,0.13,success
3507,2025-04-10 14:30:00,2025-04,561,18,Merchant_18,Rides,debit_card,5.19,0.05,success
2924,2025-04-10 14:41:00,2025-04,172,8,Merchant_08,Grocery,debit_card,7.25,0.29,success
3391,2025-04-10 15:15:00,2025-04,491,9,Merchant_09,FastFood,debit_card,6.98,0.28,success
3884,2025-04-10 15:27:00,2025-04,796,2,Merchant_02,Grocery,wallet_balance,22.82,0.23,success
3652,2025-04-10 15:34:00,2025-04,656,13,Merchant_13,Pharmacy,wallet_balance,24.71,0.25,success
3272,2025-04-10 18:25:00,2025-04,405,13,Merchant_13,Pharmacy,credit_card,5.83,0.06,success
2747,2025-04-10 19:01:00,2025-04,50,24,Merchant_24,Grocery,debit_card,2.16,0.02,success
3551,2025-04-10 19:05:00,2025-04,591,17,Merchant_17,FastFood,debit_card,8.21,0.08,success
2677,2025-04-10 19:34:00,2025-04,4,3,Merchant_03,Retail,wallet_balance,24.3,0.24,success
3322,2025-04-10 20:30:00,2025-04,441,24,Merchant_24,Grocery,wallet_balance,5.61,0.06,success
3581,2025-04-10 20:38:00,2025-04,613,22,Merchant_22,Pharmacy,credit_card,16.02,0.16,success
3363,2025-04-10 20:56:00,2025-04,476,21,Merchant_21,Grocery,bank_transfer,10.41,0.1,success
2690,2025-04-10 20:59:00,2025-04,10,18,Merchant_18,Rides,wallet_balance,7.87,0.08,success
3491,2025-04-10 21:43:00,2025-04,548,5,Merchant_05,Grocery,credit_card,10.96,0.11,success
3443,2025-04-10 22:05:00,2025-04,516,12,Merchant_12,Rides,wallet_balance,1.62,0.02,success
3262,2025-04-10 23:31:00,2025-04,401,18,Merchant_18,Rides,debit_card,3.71,0.04,success
3703,2025-04-10 23:33:00,2025-04,689,4,Merchant_04,Pharmacy,bank_transfer,7.9,0.08,success
3861,2025-04-11 00:14:00,2025-04,783,15,Merchant_15,Grocery,credit_card,3.26,0.03,success
3217,2025-04-11 00:26:00,2025-04,381,7,Merchant_07,Rides,debit_card,8.1,0.08,success
3805,2025-04-11 00:32:00,2025-04,751,1,Merchant_01,Pharmacy,wallet_balance,14.15,0.14,success
3150,2025-04-11 00:33:00,2025-04,333,8,Merchant_08,Grocery,credit_card,15.11,0.15,success
2786,2025-04-11 01:10:00,2025-04,74,8,Merchant_08,Grocery,bank_transfer,12.39,0.12,success
3516,2025-04-11 02:37:00,2025-04,570,18,Merchant_18,Rides,debit_card,3.88,0.04,success
3775,2025-04-11 03:05:00,2025-04,739,21,Merchant_21,Grocery,wallet_balance,22.88,0.92,success
3114,2025-04-11 03:48:00,2025-04,294,9,Merchant_09,FastFood,wallet_balance,3.94,0.04,success
3604,2025-04-11 04:01:00,2025-04,632,25,Merchant_25,Rides,debit_card,4.56,0.05,success
3787,2025-04-11 04:06:00,2025-04,747,15,Merchant_15,Grocery,wallet_balance,15.73,0.16,success
3239,2025-04-11 06:05:00,2025-04,388,23,Merchant_23,Retail,wallet_balance,33.52,0.34,success
3267,2025-04-11 07:03:00,2025-04,404,12,Merchant_12,Rides,wallet_balance,1.58,0.02,success
3099,2025-04-11 07:17:00,2025-04,283,19,Merchant_19,Grocery,wallet_balance,18.96,0.19,success
3794,2025-04-11 07:17:00,2025-04,749,19,Merchant_19,Grocery,wallet_balance,8.35,0.08,success
3046,2025-04-11 07:20:00,2025-04,252,17,Merchant_17,FastFood,credit_card,8.37,0.08,success
2711,2025-04-11 07:43:00,2025-04,17,24,Merchant_24,Grocery,debit_card,8.23,0.08,success
2859,2025-04-11 08:33:00,2025-04,137,23,Merchant_23,Retail,debit_card,62.8,0.63,success
2904,2025-04-11 08:52:00,2025-04,159,14,Merchant_14,Retail,credit_card,48.04,0.48,success
3847,2025-04-11 09:52:00,2025-04,772,2,Merchant_02,Grocery,wallet_balance,16.66,0.17,success
3617,2025-04-11 10:38:00,2025-04,638,4,Merchant_04,Pharmacy,wallet_balance,8.84,0.09,failed
2885,2025-04-11 10:46:00,2025-04,153,3,Merchant_03,Retail,credit_card,7.28,0.07,success
3484,2025-04-11 11:13:00,2025-04,544,11,Merchant_11,Rides,debit_card,4.79,0.05,success
2997,2025-04-11 11:25:00,2025-04,209,25,Merchant_25,Rides,debit_card,1.32,0.01,success
2684,2025-04-11 13:05:00,2025-04,8,9,Merchant_09,FastFood,wallet_balance,2.1,0.02,success
3728,2025-04-11 13:23:00,2025-04,703,4,Merchant_04,Pharmacy,wallet_balance,6.05,0.06,success
3732,2025-04-11 14:16:00,2025-04,704,8,Merchant_08,Grocery,bank_transfer,6.59,0.26,success
3694,2025-04-11 14:25:00,2025-04,680,2,Merchant_02,Grocery,wallet_balance,5.9,0.06,success
2781,2025-04-11 14:33:00,2025-04,73,9,Merchant_09,FastFood,bank_transfer,5.25,0.05,success
3795,2025-04-11 14:57:00,2025-04,749,2,Merchant_02,Grocery,debit_card,11.04,0.44,success
3309,2025-04-11 15:14:00,2025-04,436,6,Merchant_06,FastFood,wallet_balance,5.46,0.22,success
3541,2025-04-11 15:27:00,2025-04,584,23,Merchant_23,Retail,wallet_balance,27.42,0.27,success
3277,2025-04-11 16:53:00,2025-04,409,25,Merchant_25,Rides,credit_card,6.3,0.06,success
2689,2025-04-11 18:28:00,2025-04,10,18,Merchant_18,Rides,debit_card,4.69,0.05,success
3350,2025-04-11 18:43:00,2025-04,467,16,Merchant_16,Grocery,debit_card,8.16,0.08,success
3141,2025-04-11 18:49:00,2025-04,322,20,Merchant_20,Rides,wallet_balance,2.95,0.03,success
3701,2025-04-11 21:08:00,2025-04,685,12,Merchant_12,Rides,debit_card,5.18,0.05,success
3816,2025-04-11 21:38:00,2025-04,755,12,Merchant_12,Rides,debit_card,0.75,0.01,success
3013,2025-04-11 22:51:00,2025-04,223,15,Merchant_15,Grocery,debit_card,25.08,0.25,success
3827,2025-04-11 23:24:00,2025-04,761,25,Merchant_25,Rides,credit_card,5.79,0.06,success
3226,2025-04-11 23:25:00,2025-04,382,14,Merchant_14,Retail,wallet_balance,25.52,0.26,success
3210,2025-04-12 00:00:00,2025-04,376,5,Merchant_05,Grocery,debit_card,6.99,0.07,success
2866,2025-04-12 00:13:00,2025-04,138,15,Merchant_15,Grocery,wallet_balance,16.7,0.67,success
3832,2025-04-12 00:36:00,2025-04,763,4,Merchant_04,Pharmacy,wallet_balance,23.99,0.24,success
2801,2025-04-12 00:53:00,2025-04,93,4,Merchant_04,Pharmacy,wallet_balance,12.55,0.13,success
3374,2025-04-12 01:48:00,2025-04,483,7,Merchant_07,Rides,wallet_balance,4.36,0.04,success
2891,2025-04-12 02:19:00,2025-04,157,17,Merchant_17,FastFood,wallet_balance,17.46,0.7,success
2867,2025-04-12 02:27:00,2025-04,142,8,Merchant_08,Grocery,bank_transfer,4.65,0.05,success
3888,2025-04-12 02:34:00,2025-04,796,20,Merchant_20,Rides,wallet_balance,0.75,0.01,reversed
2751,2025-04-12 02:43:00,2025-04,54,13,Merchant_13,Pharmacy,credit_card,9.93,0.1,success
2744,2025-04-12 03:32:00,2025-04,48,10,Merchant_10,Grocery,debit_card,0.75,0.03,success
2825,2025-04-12 05:21:00,2025-04,113,10,Merchant_10,Grocery,wallet_balance,6.46,0.06,success
3594,2025-04-12 05:57:00,2025-04,622,2,Merchant_02,Grocery,wallet_balance,8.85,0.35,success
2922,2025-04-12 06:01:00,2025-04,172,18,Merchant_18,Rides,wallet_balance,3.55,0.04,success
3026,2025-04-12 06:25:00,2025-04,231,1,Merchant_01,Pharmacy,wallet_balance,18.51,0.19,success
3429,2025-04-12 07:12:00,2025-04,507,23,Merchant_23,Retail,debit_card,8.19,0.08,success
3050,2025-04-12 07:12:00,2025-04,257,12,Merchant_12,Rides,wallet_balance,4.55,0.05,success
2808,2025-04-12 09:38:00,2025-04,99,10,Merchant_10,Grocery,wallet_balance,21.85,0.87,success
3368,2025-04-12 10:26:00,2025-04,478,23,Merchant_23,Retail,wallet_balance,15.64,0.16,success
3584,2025-04-12 10:41:00,2025-04,616,23,Merchant_23,Retail,credit_card,22.1,0.22,success
2921,2025-04-12 11:03:00,2025-04,171,18,Merchant_18,Rides,credit_card,11.67,0.12,success
3598,2025-04-12 11:24:00,2025-04,628,11,Merchant_11,Rides,credit_card,5.39,0.05,success
2842,2025-04-12 11:49:00,2025-04,124,7,Merchant_07,Rides,credit_card,8.42,0.08,success
3658,2025-04-12 12:03:00,2025-04,661,13,Merchant_13,Pharmacy,wallet_balance,3.97,0.04,success
2889,2025-04-12 13:07:00,2025-04,154,10,Merchant_10,Grocery,debit_card,10.02,0.1,success
3467,2025-04-12 13:31:00,2025-04,533,16,Merchant_16,Grocery,debit_card,8.82,0.09,success
3318,2025-04-12 13:31:00,2025-04,441,23,Merchant_23,Retail,wallet_balance,5.98,0.06,success
3109,2025-04-12 13:32:00,2025-04,293,23,Merchant_23,Retail,debit_card,11.18,0.11,success
3699,2025-04-12 14:27:00,2025-04,685,10,Merchant_10,Grocery,credit_card,5.34,0.05,success
3707,2025-04-12 14:31:00,2025-04,691,7,Merchant_07,Rides,wallet_balance,2.03,0.02,success
3713,2025-04-12 14:40:00,2025-04,697,21,Merchant_21,Grocery,wallet_balance,2.69,0.03,success
3085,2025-04-12 15:35:00,2025-04,274,16,Merchant_16,Grocery,bank_transfer,20.62,0.21,success
3591,2025-04-12 17:40:00,2025-04,621,1,Merchant_01,Pharmacy,wallet_balance,13.32,0.13,success
2956,2025-04-12 17:43:00,2025-04,180,20,Merchant_20,Rides,bank_transfer,3.45,0.03,success
3863,2025-04-12 18:02:00,2025-04,783,14,Merchant_14,Retail,wallet_balance,2.72,0.03,success
2909,2025-04-12 18:04:00,2025-04,159,7,Merchant_07,Rides,bank_transfer,2.71,0.03,success
3792,2025-04-12 18:41:00,2025-04,748,22,Merchant_22,Pharmacy,debit_card,10.13,0.1,success
2983,2025-04-12 19:02:00,2025-04,206,8,Merchant_08,Grocery,debit_card,34.13,0.34,success
2784,2025-04-12 20:56:00,2025-04,73,14,Merchant_14,Retail,debit_card,34.54,0.35,success
3232,2025-04-12 21:25:00,2025-04,387,12,Merchant_12,Rides,wallet_balance,4.62,0.05,success
3053,2025-04-12 22:31:00,2025-04,258,25,Merchant_25,Rides,debit_card,2.86,0.03,success
2987,2025-04-12 22:36:00,2025-04,206,8,Merchant_08,Grocery,bank_transfer,9.72,0.39,success
3402,2025-04-12 22:54:00,2025-04,494,7,Merchant_07,Rides,debit_card,2.36,0.02,success
3568,2025-04-12 23:49:00,2025-04,602,21,Merchant_21,Grocery,debit_card,21.68,0.22,success
3774,2025-04-13 00:06:00,2025-04,739,5,Merchant_05,Grocery,wallet_balance,19.16,0.19,success
2927,2025-04-13 00:31:00,2025-04,172,15,Merchant_15,Grocery,wallet_balance,10.47,0.42,success
3511,2025-04-13 00:47:00,2025-04,568,8,Merchant_08,Grocery,bank_transfer,21.24,0.21,success
2925,2025-04-13 01:28:00,2025-04,172,6,Merchant_06,FastFood,wallet_balance,3.5,0.04,success
3759,2025-04-13 01:51:00,2025-04,720,2,Merchant_02,Grocery,wallet_balance,11.97,0.12,success
3796,2025-04-13 02:07:00,2025-04,749,4,Merchant_04,Pharmacy,debit_card,14.84,0.15,failed
3526,2025-04-13 02:27:00,2025-04,573,9,Merchant_09,FastFood,wallet_balance,2.99,0.03,success
2903,2025-04-13 03:16:00,2025-04,159,7,Merchant_07,Rides,wallet_balance,3.13,0.03,success
3351,2025-04-13 04:07:00,2025-04,467,24,Merchant_24,Grocery,credit_card,22.19,0.22,success
3286,2025-04-13 04:52:00,2025-04,412,10,Merchant_10,Grocery,debit_card,8.18,0.08,success
3523,2025-04-13 04:54:00,2025-04,572,25,Merchant_25,Rides,credit_card,7.48,0.07,success
2768,2025-04-13 04:57:00,2025-04,62,23,Merchant_23,Retail,wallet_balance,35.83,0.36,success
3123,2025-04-13 05:01:00,2025-04,303,16,Merchant_16,Grocery,debit_card,3.75,0.04,success
3265,2025-04-13 05:17:00,2025-04,402,5,Merchant_05,Grocery,bank_transfer,3.16,0.03,success
2854,2025-04-13 05:41:00,2025-04,134,21,Merchant_21,Grocery,wallet_balance,5.02,0.05,success
3503,2025-04-13 06:00:00,2025-04,561,25,Merchant_25,Rides,wallet_balance,2.17,0.02,success
2789,2025-04-13 07:18:00,2025-04,75,25,Merchant_25,Rides,debit_card,3.86,0.04,success
3401,2025-04-13 07:36:00,2025-04,494,4,Merchant_04,Pharmacy,debit_card,7.22,0.07,success
3494,2025-04-13 08:07:00,2025-04,549,13,Merchant_13,Pharmacy,credit_card,30.53,0.31,success
2820,2025-04-13 08:07:00,2025-04,112,16,Merchant_16,Grocery,credit_card,2.74,0.03,success
3758,2025-04-13 08:27:00,2025-04,720,22,Merchant_22,Pharmacy,debit_card,17.06,0.17,success
3296,2025-04-13 10:01:00,2025-04,423,1,Merchant_01,Pharmacy,bank_transfer,7.51,0.08,success
3186,2025-04-13 10:30:00,2025-04,358,24,Merchant_24,Grocery,wallet_balance,24.99,0.25,success
3231,2025-04-13 11:06:00,2025-04,387,17,Merchant_17,FastFood,wallet_balance,5.27,0.05,success
3806,2025-04-13 12:18:00,2025-04,751,10,Merchant_10,Grocery,bank_transfer,3.53,0.04,success
3889,2025-04-13 13:08:00,2025-04,800,19,Merchant_19,Grocery,debit_card,13.27,0.13,success
2837,2025-04-13 13:14:00,2025-04,122,13,Merchant_13,Pharmacy,wallet_balance,17.4,0.17,success
3871,2025-04-13 13:15:00,2025-04,793,8,Merchant_08,Grocery,bank_transfer,6.58,0.07,success
3663,2025-04-13 13:54:00,2025-04,670,16,Merchant_16,Grocery,debit_card,17.48,0.17,success
3499,2025-04-13 14:14:00,2025-04,560,7,Merchant_07,Rides,debit_card,1.31,0.01,success
3737,2025-04-13 14:50:00,2025-04,706,21,Merchant_21,Grocery,debit_card,6.21,0.06,success
3427,2025-04-13 14:55:00,2025-04,507,22,Merchant_22,Pharmacy,wallet_balance,23.07,0.23,success
2990,2025-04-13 15:24:00,2025-04,207,11,Merchant_11,Rides,wallet_balance,3.9,0.04,success
2965,2025-04-13 16:06:00,2025-04,187,9,Merchant_09,FastFood,wallet_balance,1.18,0.01,success
3673,2025-04-13 16:21:00,2025-04,673,6,Merchant_06,FastFood,wallet_balance,5.31,0.05,success
2815,2025-04-13 16:46:00,2025-04,99,7,Merchant_07,Rides,debit_card,2.66,0.03,success
2879,2025-04-13 16:57:00,2025-04,149,12,Merchant_12,Rides,bank_transfer,5.53,0.06,success
3138,2025-04-13 17:18:00,2025-04,317,22,Merchant_22,Pharmacy,wallet_balance,14.65,0.15,success
3040,2025-04-13 17:32:00,2025-04,250,25,Merchant_25,Rides,debit_card,7.44,0.07,success
3319,2025-04-13 18:43:00,2025-04,441,25,Merchant_25,Rides,wallet_balance,4.66,0.05,success
2977,2025-04-13 19:02:00,2025-04,202,5,Merchant_05,Grocery,credit_card,2.29,0.02,success
3206,2025-04-13 19:10:00,2025-04,372,20,Merchant_20,Rides,debit_card,8.07,0.08,success
2871,2025-04-13 19:24:00,2025-04,146,25,Merchant_25,Rides,debit_card,3.37,0.03,success
3418,2025-04-13 19:42:00,2025-04,501,23,Merchant_23,Retail,wallet_balance,42.93,0.43,success
2981,2025-04-13 20:21:00,2025-04,204,21,Merchant_21,Grocery,credit_card,2.79,0.03,success
2703,2025-04-13 20:28:00,2025-04,14,2,Merchant_02,Grocery,debit_card,10.41,0.1,success
3744,2025-04-13 20:35:00,2025-04,706,23,Merchant_23,Retail,wallet_balance,32.52,0.33,success
3073,2025-04-13 21:01:00,2025-04,269,8,Merchant_08,Grocery,wallet_balance,2.56,0.03,success
2955,2025-04-13 22:09:00,2025-04,179,25,Merchant_25,Rides,credit_card,2.11,0.02,success
3104,2025-04-13 23:34:00,2025-04,287,19,Merchant_19,Grocery,debit_card,4.24,0.17,success
3105,2025-04-13 23:54:00,2025-04,293,23,Merchant_23,Retail,wallet_balance,23.38,0.23,success
3472,2025-04-14 01:51:00,2025-04,535,10,Merchant_10,Grocery,bank_transfer,3.29,0.03,success
3580,2025-04-14 02:51:00,2025-04,613,7,Merchant_07,Rides,wallet_balance,2.47,0.02,success
2943,2025-04-14 03:18:00,2025-04,178,24,Merchant_24,Grocery,debit_card,1.08,0.01,success
2908,2025-04-14 03:30:00,2025-04,159,24,Merchant_24,Grocery,bank_transfer,7.34,0.07,success
3730,2025-04-14 03:55:00,2025-04,703,17,Merchant_17,FastFood,credit_card,12.62,0.5,success
3135,2025-04-14 04:36:00,2025-04,317,24,Merchant_24,Grocery,debit_card,20.21,0.2,success
2901,2025-04-14 04:52:00,2025-04,159,8,Merchant_08,Grocery,credit_card,19.57,0.78,success
3369,2025-04-14 06:02:00,2025-04,478,9,Merchant_09,FastFood,debit_card,1.9,0.02,success
3769,2025-04-14 06:08:00,2025-04,730,12,Merchant_12,Rides,credit_card,0.88,0.01,success
3802,2025-04-14 06:51:00,2025-04,750,1,Merchant_01,Pharmacy,wallet_balance,14.97,0.15,success
3348,2025-04-14 07:27:00,2025-04,467,4,Merchant_04,Pharmacy,bank_transfer,35.45,0.35,success
3532,2025-04-14 09:05:00,2025-04,575,7,Merchant_07,Rides,wallet_balance,7.4,0.07,success
3364,2025-04-14 09:49:00,2025-04,478,2,Merchant_02,Grocery,wallet_balance,9.38,0.09,success
3877,2025-04-14 09:54:00,2025-04,795,14,Merchant_14,Retail,debit_card,10.5,0.1,success
3726,2025-04-14 10:10:00,2025-04,701,24,Merchant_24,Grocery,wallet_balance,0.97,0.01,success
2794,2025-04-14 10:27:00,2025-04,76,20,Merchant_20,Rides,wallet_balance,1.39,0.01,success
3620,2025-04-14 11:46:00,2025-04,641,25,Merchant_25,Rides,debit_card,5.3,0.05,success
3031,2025-04-14 12:22:00,2025-04,242,1,Merchant_01,Pharmacy,debit_card,12.5,0.12,success
2809,2025-04-14 14:00:00,2025-04,99,24,Merchant_24,Grocery,credit_card,11.68,0.12,success
3273,2025-04-14 14:02:00,2025-04,408,15,Merchant_15,Grocery,debit_card,8.43,0.08,failed
3381,2025-04-14 14:26:00,2025-04,487,7,Merchant_07,Rides,credit_card,3.65,0.04,success
3773,2025-04-14 14:28:00,2025-04,730,24,Merchant_24,Grocery,wallet_balance,23.41,0.94,success
3042,2025-04-14 14:48:00,2025-04,250,14,Merchant_14,Retail,wallet_balance,56.23,0.56,success
3399,2025-04-14 15:08:00,2025-04,493,6,Merchant_06,FastFood,credit_card,3.09,0.03,success
2777,2025-04-14 17:01:00,2025-04,67,2,Merchant_02,Grocery,wallet_balance,5.15,0.21,success
3211,2025-04-14 18:22:00,2025-04,376,3,Merchant_03,Retail,credit_card,39.05,0.39,success
2748,2025-04-14 19:17:00,2025-04,51,14,Merchant_14,Retail,credit_card,27.0,0.27,success
3790,2025-04-14 19:20:00,2025-04,748,1,Merchant_01,Pharmacy,credit_card,29.06,0.29,success
3282,2025-04-14 19:21:00,2025-04,411,22,Merchant_22,Pharmacy,debit_card,10.21,0.1,success
3169,2025-04-14 19:42:00,2025-04,344,25,Merchant_25,Rides,wallet_balance,5.66,0.06,success
3867,2025-04-14 19:44:00,2025-04,792,5,Merchant_05,Grocery,wallet_balance,9.45,0.09,success
3716,2025-04-14 21:32:00,2025-04,697,25,Merchant_25,Rides,credit_card,1.87,0.02,success
3355,2025-04-14 21:47:00,2025-04,470,18,Merchant_18,Rides,wallet_balance,1.67,0.02,success
2769,2025-04-14 22:16:00,2025-04,62,21,Merchant_21,Grocery,wallet_balance,6.64,0.07,success
3883,2025-04-14 23:55:00,2025-04,796,17,Merchant_17,FastFood,wallet_balance,2.71,0.03,success
3742,2025-04-15 00:42:00,2025-04,706,20,Merchant_20,Rides,wallet_balance,4.68,0.05,success
3379,2025-04-15 00:51:00,2025-04,485,11,Merchant_11,Rides,bank_transfer,5.39,0.05,success
2750,2025-04-15 01:14:00,2025-04,51,10,Merchant_10,Grocery,wallet_balance,15.09,0.15,success
3797,2025-04-15 02:46:00,2025-04,749,11,Merchant_11,Rides,wallet_balance,3.32,0.03,success
3684,2025-04-15 02:48:00,2025-04,678,10,Merchant_10,Grocery,credit_card,10.67,0.43,reversed
3567,2025-04-15 02:53:00,2025-04,602,7,Merchant_07,Rides,wallet_balance,1.73,0.02,success
2832,2025-04-15 03:58:00,2025-04,118,12,Merchant_12,Rides,debit_card,0.92,0.01,success
3339,2025-04-15 05:49:00,2025-04,464,16,Merchant_16,Grocery,debit_card,8.05,0.08,success
3723,2025-04-15 05:56:00,2025-04,700,24,Merchant_24,Grocery,debit_card,13.42,0.13,success
3312,2025-04-15 07:24:00,2025-04,438,12,Merchant_12,Rides,debit_card,4.59,0.05,success
3248,2025-04-15 07:59:00,2025-04,395,5,Merchant_05,Grocery,debit_card,6.98,0.28,success
2691,2025-04-15 08:06:00,2025-04,10,19,Merchant_19,Grocery,debit_card,11.42,0.46,success
3649,2025-04-15 09:21:00,2025-04,654,24,Merchant_24,Grocery,wallet_balance,23.59,0.24,success
3459,2025-04-15 10:30:00,2025-04,528,21,Merchant_21,Grocery,wallet_balance,10.01,0.1,success
